,user_id,username,Age,Language,Proficiency,Objective,Learning Type,Tell us about yourself
247,jq1g57,mad_lad89,24-35,Japanese,Advanced,Other,Mix,"I love learning new languages and picking up new skills, currently learning Japanese."
248,0ed5a7,bobinho,18-24,English,Intermediate,Career,Mix,Passionate about gaming and gaming technology.
249,Tfjqkj,kunal033,35-45,English,Intermediate,Hobby,Mix,fitness
250,CL5VKG,fynn1234,18-24,English,Intermediate,Travel,Mix,I am a business man
251,4CZ176,jamie8260,45-55,German,Advanced,Hobby,Self Study,"I'm Jamie, I love to travel and learn about new cultures. I'm always looking for new experiences and ways to improve my  German."
252,z1y8K5,umichawl,56-65,English,Begginer,Other,Live Class,German
253,bniYeG,iynipi,65+,French,Begginer,Other,Self Study,Aux armes citoyens !
254,23NCSB,tomhul,45-55,Japanese,Intermediate,Career,Mix,Data Scientist
255,B9LXH6,tommyconsonant,45-55,English,Begginer,Brain,Mix,"Artist, musician, writer"
256,aZ4E9D,5kickstanz,18-24,German,Intermediate,Social,Self Study,"a dreamer, a traveler, a writer"
257,u464u4nq,IGOR_DKI,18-24,German,Begginer,Brain,Self Study,I am a 18-24 year old learner from Germany. My native language is German and my proficiency level is Begginer. My learning type is Self Study and my objective for learning is Brain.
258,s51pNY,spgarnid1,24-35,French,Intermediate,School/Uni,Self Study,Interested in joining a French penpal!
259,036817,abdullah,45-55,English,Intermediate,Career,Self Study,I am professional Guitarist.
260,QhZ07R,Katie_Margaret,35-45,German,Begginer,Travel,Self Study,"Over the past few years, I have become more aware of the world around me. I want to be able to communicate with people in Germany, because they are an economic power and a large portion of my family lives there. I want to be able to travel to Germany and enjoy the culture, as well as communicate with"
261,afRmtZ,AradhyaM12,35-45,Japanese,Begginer,Hobby,Self Study,Embedded Systems Engineer
262,sBcUGK,Apollo62,24-35,English,Begginer,Career,Mix,I'm an English teacher
263,LMgAsJ,@Lamiesha,24-35,English,Advanced,Travel,Live Class,"Daughter, Mother, Student"
264,DgOwGp,Carpenters,18-24,Japanese,Begginer,Travel,Self Study,Office worker and an office worker.
265,bUvUQh,dacosta,18-24,English,Begginer,Brain,Self Study,Student
266,NajRZq,2062360_9112,35-45,English,Intermediate,Career,Live Class,No response
267,shYchLj,kai_saw,45-55,English,Intermediate,Travel,Self Study,I am into sports.
268,b0ZqBL,Raksha69,65+,English,Advanced,Hobby,Self Study,Former Kindergarten teacher.
269,2qz0hF,AlanaW,24-35,Japanese,Begginer,Career,Mix,Hi! My name is Alana!
270,g285g9,SistersAreDoingItForThemselves,Under 18-,French,Begginer,Other,Live Class,"I am an underage French boy and really like programming, but also like to play sports, especially football (soccer) and do street sports/skating etc."
271,FZQDVZ,tammyja0,56-65,Japanese,Intermediate,Career,Live Class,"I'm Tammy, living in the USA. Passionate about travelling, and learning languages. Hope to find a Japanese learning partner to practice with!"
272,2VE4GN,MarryJill,24-35,French,Intermediate,Career,Live Class,"I'm a photographer, but I do other things as well"
273,b8hoo1,CA_Tie,18-24,German,Advanced,School/Uni,Mix,Freelance Graphic and Web Designer
274,14erhj,CyberPunk1000,35-45,Arabic,Begginer,Hobby,Self Study,I am a cyber security enthusiast!
275,V37RNZ,Raja,35-45,French,Intermediate,Hobby,Live Class,I am a data scientist and looking for any online language course
276,BkSZHw,Sai_B,Under 18-,English,Begginer,Travel,Self Study,sports
277,b0h2l6,1_dogs,45-55,English,Begginer,School/Uni,Self Study,Working on my English skills.
278,xw42E7,altafkhan,24-35,German,Begginer,Hobby,Live Class,Hi! I am Altaf Khan from Pakistan. I am a teacher by profession. I am 24 years old
279,PGZRIH,conoroconnor,18-24,English,Intermediate,Other,Live Class,You're never too old to set another goal or to dream a new dream.
280,z9sN08,Santiago2004,24-35,English,Begginer,Hobby,Mix,I love to travel and learn about different cultures. I also enjoy playing video games and reading.
281,VAUJLB,CharlesAbramson,35-45,English,Intermediate,Hobby,Mix,Publicist
282,amnghm,Amnghm,65+,French,Advanced,Career,Mix,Currently living in France
283,u8cKCn,Jessica294,18-24,English,Begginer,Career,Mix,I'm a creative person that loves spending time outdoors with friends and family.
284,WuCWvN,jeanclary12,18-24,English,Intermediate,Travel,Self Study,I love to travel and learn about new cultures.
285,hjGKWF,Andrew100,45-55,English,Intermediate,Career,Live Class,Hi I am Andrew. I am looking for an online language course to learn English.
286,STODEN,Stodden1,45-55,Japanese,Intermediate,Hobby,Mix,"I'm just learning this language, I hope to be able to master it someday."
287,bAtPik,abhi_kumar_123,24-35,English,Intermediate,Travel,Mix,"Cricket, Music and Travelling"
288,cYT1TM,FruityOcean7266,18-24,Arabic,Intermediate,Travel,Self Study,"Hey I'm Gina, I love to travel and I'm curious about other cultures. I'm a chef by profession and I'm always looking for new recipes to try!"
289,4bz0y8,Aarabets,Under 18-,English,Begginer,Other,Mix,"I am a teenage gamer, I really love the online games, and I recently started learning English as a school subject"
290,BWAP7E,patricia_rosen,24-35,Japanese,Intermediate,Hobby,Self Study,Learning Japanese for fun.
291,c6Lfxh,Nikeshkumar09,24-35,Arabic,Begginer,Other,Live Class,"I am a freelance creative , i work as a freelance creative and i need to learn arabic language for my business"
292,hJlsGR,rabon10,24-35,Japanese,Begginer,Brain,Mix,Learning Japanese for the sake of study!!!
293,Hh8kVg,Kathy_Franzen11,24-35,English,Begginer,Hobby,Mix,I'm A Musician
294,xoZrZu,shankar2017,24-35,Arabic,Begginer,School/Uni,Self Study,Human resources
295,mlkxNp,HarryPotter12,Under 18-,English,Advanced,School/Uni,Self Study,I love to read!
296,2ZJOZJ,Nikolay,24-35,English,Intermediate,Other,Self Study,"I'm 24 years old. I always like reading books and watching movies. I like learning English and a lot of new things. I love traveling around the world. I want to study in the UK, Germany, Canada or the US."
297,9rN324,DeepakKc,18-24,French,Begginer,Career,Mix,I love to play cricket and badminton
298,sydxqw,aquaprince2022,18-24,Arabic,Begginer,School/Uni,Mix,hi I'm new to this platform so please feel free to talk to me as much as you can but I'm a little bit shy so I will be a little bit quiet at first
299,8R6JFU,domenic_garrison,18-24,Arabic,Intermediate,School/Uni,Mix,Hello! I'm a high school student from the United States studying Arabic. I am currently in Algeria studying Arabic. I'm looking for good language exchanges with native speakers. I work in the environment field and hike in my free time.
300,65UZ6R,premjee2004,65+,English,Intermediate,Hobby,Live Class,Freelancer
301,J9eNFD,Except2260,56-65,English,Intermediate,Brain,Self Study,International Business
302,gYKSq9,Johnny,24-35,English,Intermediate,Other,Live Class,I am a Programmer
303,Sq9GvA,Paulo_Rodrigues,Under 18-,English,Begginer,Travel,Live Class,"Hi, i am from Cape Verde i am Portuguese, but live in Cape Verde, i have started to learn English, Portuguese and Spanish. if you have any tips i can do use it"
304,J3WXNE,Durgesh123,24-35,German,Advanced,Career,Self Study,Hello. I am Durgesh. I am from India. I am an engineer and I have worked in IT company. I am currently looking for a job in Germany. I have good command in English
305,B02GV9,shetapai,24-35,French,Begginer,Career,Mix,Gourmet
306,djdaaa,Dj_Django,24-35,Arabic,Intermediate,Other,Live Class,"Hello. I love music and dance, and enjoy travelling."
307,FunYleW,Kate_A1,24-35,Japanese,Begginer,School/Uni,Mix,Learning Japanese for my job.
308,xQQqdz,bamnapp,Under 18-,English,Begginer,Other,Mix,I'm a 15 year old kid who likes learning new languages and is interested in writing. I'm often bored and am an extrovert. I love to be around many people and love to talk to people.
309,GbN1FO,Ben_Schmidt,24-35,English,Begginer,Travel,Live Class,I'm a Spanish teacher and love teaching languages and cooking.
310,hNQiFw,mohamed.elbakkali,24-35,Arabic,Begginer,Other,Mix,"I'm a self-taught software developer with a strong interest in machine learning and data analysis. In my spare time, I enjoy exploring new technologies and technologies."
311,4K6XK4,Dolly_G9,35-45,English,Advanced,Career,Self Study,Ask me for different things.
312,rKDm9z,HandmadeDrones,24-35,English,Advanced,Career,Mix,Finance Professional
313,qkZvgA,ZaTaZa,18-24,French,Begginer,Career,Self Study,"Hello, I am Sophie. My native language is French, I am looking for a friend to improve my English and learn about your culture and lifestyle."
314,MbYEAJ,Emily947,35-45,English,Intermediate,School/Uni,Mix,It's all about the best experience :)
315,070605,Abradha,18-24,German,Begginer,Career,Mix,"Hallo, ich bin Abradha. Ich habe gerade Informatik studiert und mein Interesse an der Kultur und Sprache der Deutschen ist groß. Ich hoffe, sie lernen können."
316,cYZUQG,gavrilidis10,24-35,German,Advanced,Career,Mix,I am a professional and advanced German language learner. I am looking for a partner to practice and improve my German language skills. I am open to discussing any topics of interest and would love to share my knowledge and experiences.
317,GhGPtF,GhGPtF,Under 18-,French,Advanced,School/Uni,Live Class,I love to socialize and make new friends
318,G1085S6,2dollars,65+,English,Advanced,Brain,Mix,"I'm a software engineer and I've been coding for over 20 years. I love exploring new languages and frameworks, and I'm always looking for ways to improve my coding skills."
319,S3F34N,S3F34N,18-24,French,Intermediate,Career,Live Class,Student
320,lPmjMp,Sushmita78,18-24,Japanese,Begginer,Hobby,Self Study,YouTuber and language learner.
321,Rx8iRz,joeCC,45-55,Japanese,Begginer,Travel,Self Study,Learning Japanese for travel
322,p96zHb,EarlSteen,45-55,French,Intermediate,Social,Self Study,English Professor
323,vCyYS7,abishek1706,45-55,German,Intermediate,Other,Mix,I like reading poems and watching movies.
324,r800jf,JoeM,24-35,English,Intermediate,Travel,Self Study,Traveller
325,TGjQKz,foolsboots,65+,English,Begginer,Brain,Live Class,Learner
326,DZkhWY,fulfillyourdreams,65+,English,Begginer,Other,Mix,Other
327,R1ldSx,willi,18-24,English,Advanced,Other,Self Study,A 19-year-old fashion enthusiast with a love for music.
328,NBbF3J,skilfulbear35,24-35,English,Begginer,Brain,Self Study,"Last, but not least, I'm interested in yoga and nature."
329,D6O0YR,PavanG15,24-35,English,Begginer,Career,Live Class,"Hello everyone, my name is Pavan. I am a professional product manager. I am currently working across North America, Europe, and India. I specialize in being an effective project manager. I am also interested in marketing. I have completed my complete bachelor's degree in engineering. I am currently learning English"
330,eLKJQE,sanjay2706,24-35,English,Intermediate,Social,Self Study,"Easy going, fun loving , outgoing, adventurous and responsible person"
331,XFK35A,Shahbaz,Under 18-,French,Begginer,Travel,Mix,"Hi, I'm a French student and I'm learning French to improve my level in French."
332,URQXYL,Jimo_Lashley1,56-65,English,Intermediate,School/Uni,Self Study,im a student and i would like someone to talk to me
333,L8yh48,@codingbeep,45-55,Japanese,Advanced,School/Uni,Self Study,Interested in learning Japanese
334,9z7tjn,zebra22,35-45,French,Begginer,Brain,Self Study,i work for an accounting and payroll firm. i am very busy with my work and i am trying to learn french as a hobby in my free time.
335,L6hH6y,JamboEdge,18-24,English,Intermediate,Travel,Self Study,"I am a friendly, easy going, and entertaining person. I love learning about new cultures and meeting new people. I am here to learn English and make new friends."
336,wf5uxp,Learner1234,24-35,English,Intermediate,Other,Self Study,I am 26 years old. I love playing golf. I am a student at the moment. I work part time. I live in a uni college. I am looking for people to play golf with.
337,zqyexx,khurram_naseer245,18-24,English,Advanced,Career,Mix,I am a student and love music and play guitar
338,sD2gCd,Ranjithkumar0214,24-35,German,Begginer,Other,Mix,I like to travel and watch movies
339,015WJX,SavageBlack,35-45,English,Begginer,Brain,Self Study,Student
340,5N7x7T,@Ryder10,35-45,French,Intermediate,School/Uni,Self Study,I like swimming and hiking.
341,vaVY7L,khawar72,45-55,English,Intermediate,Social,Self Study,I'm passionate about traveling and exploring new cultures. I'm a self-taught painter and enjoy creating abstract art in my free time.
342,CVVTQA,linda174,35-45,Japanese,Advanced,Social,Self Study,Teacher
343,RNa46h,Enurai,24-35,Arabic,Intermediate,School/Uni,Mix,I am a Arabic Speaker
344,L5YKDE,Aleksandr_K,45-55,English,Intermediate,Brain,Mix,I like to read books.
345,VXF6PK,bbbrown01,24-35,German,Begginer,Career,Mix,Vegetarian. Student.
346,_u65g-pLU,Oliver_5,18-24,English,Begginer,Career,Live Class,I'm a guitar player looking to get better at playing and enjoy the music
347,B2d12b,loremipsum,18-24,English,Begginer,Career,Live Class,I am a student.
348,r7Gq7S,aonoso,65+,German,Advanced,Career,Live Class,I work as a Teacher
349,VPKZ08,Ash123,24-35,English,Begginer,Career,Mix,I love teaching and I'm learning new languages.
350,9BgKMU,AlpinaHouse32,65+,English,Begginer,Travel,Live Class,Travel all over the world
351,jXC5ZM,datascience_0,45-55,English,Intermediate,Career,Self Study,Music Lover
352,851975,BlackLeopard666,56-65,English,Begginer,Brain,Self Study,I am an introvert and i write songs and poems and sing them when i have the mood. I love to make people laugh by teasing them and i am very critical of myself. I like to help others when they need it and i am also a gamer.
353,1UW687,languagelearning64,45-55,English,Intermediate,Travel,Mix,"Hello, I'm a learner of English Language and I just joined this forum to practice, make friends and share my interests with other language learners. I'm a little shy, but I hope to become more involved and make some new friends."
354,Mo0YMi,meditate123,18-24,French,Begginer,Hobby,Live Class,Just up for a good chat
355,456127,Arnaud_Phelps,24-35,English,Begginer,Career,Mix,"I enjoy singing in my free time, and just got into singing lessons! Very excited to learn."
356,312504,Hsikuh,24-35,Japanese,Begginer,Career,Self Study,Hello ^_^
357,U7wQkY,Laetiina,56-65,English,Intermediate,Career,Self Study,"I am a highly motivated and organized individual who is passionate about learning new languages. With a background in linguistics, I have a strong foundation in the structure and use of different languages. I am currently working on improving my proficiency in English, and I am looking for opportunities to practice and improve my skills. In my"
358,xw05Ts,NicMurry6,56-65,English,Begginer,Hobby,Mix,"I love to listen to music,read books,and do creative things."
359,XqEDdA,Pierra,45-55,English,Intermediate,Brain,Mix,I'm so much in love with the English language. I love it a lot. I want to learn everything about it.
